Review,Rating
"facilities good location structural issues** stayed property fairly regularly months 	generally speaking nice hotel great concierge service location solid.however end staying seattle windy night like 14 mph winds gusts 20 mph not expect sleep 	mentioned previous posts window seals interior walls components structure creek loudly rooms wind conditions 	stayed towers 12th north 18th south type wind conditions general problem building 	observed individuals complain directly desk 2 3 4 morning 	overall good hotel stay risk getting windy night different opinion important hotel 	 ",1
"airport quality westin downtown price stayed westin week 9/15/07 	observations rooms extremely dated stained carpets old bathrooms outdated fixtures amenties not nearly worth 200 night price tag 	prized heavenly bedis nothing special time 	including lower end hotels like courtyard hyatt place better beds 	heavenly bath joke 	no-name substandard bath products tub/shower combinations abound 	old lighting half did n't work poorly placed tvs standard 	low ceilings old hotel scents abundant 	service hotel staff nice failed deliver efficient quality service 	room service 3 times recieving cork screw 	check staff good eager please.food attended meeting facility food nasty 	eggs runny breakfast food typical rubber chicken type food people speak talk conference food 	nothing worthy praise arena including dull meeting room reminiscent hospital waiting rooms.safety high value item stolen group hotel 	staff pretty pathetic approach resolving situation 	best did hour half provide non emergency number seattle police department.overall disatisfied hotel 	blocks area safe upscale 	stay grand hyatt sheraton 	avoid dated underserviced property unless pay 100 night 	stayed westin hotels worst 	includes staying dreaded lax westin priceline.com room 	pitiful really 	 ",1
"ca n't recommend considering relocating seattle spent nearly week touring area budget.even price 70 night place expected 	room hallways dirty smell urine permeated parking lot homeless people sleeping hedges neighboring business.there economical hotels area try instead 	 ",1
"boyfriend stayed easter weekend chose hotel location parking 	paid 70 usd room 	central walkable market neighbourhoods good restaurants space needle 	aside location parking not pleasant stay 	hallways smelled smoke room clean need renovation 	reception sign stating n't rent rooms purpose underage drinking somethign effect 	blackout curtains completely ripped mentioned asked replaced pillows covered plastic 	woken repeatedly late night partiers barking dog 	went continental breakfast muffins fruit coffee joined pretty dodgy people did not look like staying 	way beer bottle elevator 	travel budget happy pay quieter safer feeling hotel 	best western street looked like better 	looking relaxing low key place stay city n't 	 ",1
"unclean terrible service stayed save money 3 day campus visit university washington 	arrived told early check asked check bags went walk uw 	agreed just desk taking giving check tag okay person walk office just desk area staff hide away room 	words 5 seconds reach steal bags 	asked store luggage contained camcorder laptop backroom like normal hotel refused 	came time check room horrified 	chairs badly stained bedskirt 	lay towels chairs feel comfortable sitting 	lampshade stained coffee blood 	not sure did n't care 	night choose freeze butt turn ridiculously loud heater 	pipes shower head lot visible rust bathroom just did n't clean 	worst motel/hotels stayed 	know lower standards budget just intolerable 	 ",1
"n't bother dump 	door room warped room hallway stunk big time 	bedding stained pillows box springs 	dirty room 	offered not better 	supposed non-smoking room n't tell 	reservations 2 nights tolerate n't money 	 ",1
"terrible service 	arrived hotel overbooked canceled reservation 	desk lady impatient rude 	informed cancellation showed person lady did n't offer help hotel 	probably better place looked like dump construction worse 	walls floors torn no reception area left 	lady did n't care situation unwilling help hotel weekend 	dozen hotels availability 	caused lot unecessary stress n't able mariner game early 	 ",1
"n't stay 	read reviews book hotel 	start arrived desk check booked line wanted credit card 	husband tried tell wrong room told quiet fix fix 	haha given room number torn piece paper 	went rooms dirty non smoking old packages end tables smelled bad 	bathroom dirty tile moldey tub painted look clean.. flat king sheets bed not stay bed 	air conditioner worked 10 minutes time vey hot room 	horrible experience husband friends 	kande coulee dam wa 	 ",1
"probably wont stay email sent vagabond inn stayed vagabond inn seattle wa 325 aurora ave. september 9-11 2005. realize n't paying deluxe accommodations wonder able place vacancy near downtown wanted located money able spend said probably wont stay 	time spend extra money nicer cleaner hotel 	did n't leave guest card room comments wrote did enjoy stay 	a-f grading scale d-fhave stayed hotel 	noreason trip business personal/pleasurewould stay property 	not pay it.hotel appearance exterior a-f dhotel appearance interior a-f chotel staff friendliness b minus girl dark curly hair nice helpful 	hotel staff efficiency same.although clerk shift sept. 9 3 p.m. friendly checking later asked room internet service annoyed check 	needed business purposes did not want sit lobby guests checking trying work 	guest room cleanliness cguest room appearance b bathroom cleanliness dbathroom appearance cwhy did counter bathroom slope downward 	frustrating trying ready day belongings rolling counter 	counters level 	comments reservations confirmed hotel wireless access 	room did not 	called check clerk told room far signal 	unable use laptop room specifically brought check finances finances sure money trip 	unable check company home check e-mail comfort room.your beds uncomfortable beds slept lack thereof life 	felt like cement blocks 	granted people like firm beds firm 	problems slight spine curvature painful beds hurt plus tired weekend lack sleep beds 	difficult fit lot schedule seattle 1 day 2 additional days fit 5 hour drive day home 	13 year old son kept asking swimming finally decided time called desk ask time pool/hot tub closed clerk said pool drained not available guest use 	disappointed especially son.the towels bathroom dirty 	smelled like black smudges stains black hairs stuck 	suggest buying nice new towels guests 	felt like sandpaper 	maybe housekeeping use fabric softener 	evening needed wash couple pieces clothing 	web site states onsite laundry facilites mispelt web page available 	laundry facilities way outside door took clerk 5 minutes unlock not fault helpful maybe locksmith install works washer washer available closet type space extremely dirty 	unplug outside vending machines time using washer dryer trip breaker 	clear indication hotel not meet electrical code 	web site specifically clearly states free parking 	pay 5.00 night addition hotel room ended not including in-room wireless internet pool hot tub 	sincerely appreciate parking fees deducted stay.date stay 9/9/05-9/11/05i appreciate response email 	thank 	 ",1
"ahead reserve n't said 	did n't actually stay mad hardly straight 	called confirm phone reservations despite hesitation reviews 	booked talked marilyn assured updated room newer beadspreads facing space needle w/an actual room 	called 5 days prior date reservation thank god did told heavy accented man not guarantee rooms somebody staying 	yea like 	n't reasons make reservations 	said just cancell right let felt taking big risk staying place 	bad customer service person 	writing charges credit card information 	 ",1
"not good respect frequent business traveler seattle interested trying vintage park great reviews received 	normally reviews reflect experience not case 	night arrived late ordered room service pounding door opened guy parked car pushed salad said house did not ordered 	ran 	rest stay didn__«_È_ better 	came room evening air un-breathable hazy unbelievable cigarette smoke called desk told amazement smoking floor 	yes reservation non-smoking not sure annoying woman desk not going stay room 	rooms decorated manner reminiscent 1960 italian bordello complete large mirrors 	reception area wine tasting occurs thing smaller hotel room simply wasn__«_È_ worth pushing crowd 	forget sweet potato gnocchi looked tasted suspiciously like tater tots 	 ",1
"disappointed way stayed seattle w week june professional conference 	previously stayed w new orleans loved second expecting great things w seattle 	n't disappointed 	think darkness equates ambiance 	wrong 	no loud music elevators 	w elevators supposed like mini-clubs 	meet party people new orleans w elevators 	worst thing smell air conditioning went 	best described cat little box pure cat urine 	hotel management did not respond numerous complaints saying normal lavender musk smell w. right just sure air came room 	luckily seattle great city lots do.i did email apology corporate logging complaint starwood stay 	recieved marketing spam seattle w. stay seattle w wo n't recommend 	 ",1
"big disappointment desk w hotel august 12-15,2004. arrived 11:30am told n't check till 3pm 	no choice open suitcase lobby things need city walking pictures 	suitcase placed storage meantime 	came 7pm night check 	desk girl asked credit card did 	asked id picture 	told suitcase storage 	told need 	told not going open suitcase lobby second time humiliating 	hotel manager said thing need id n't offer alternative suggested room suitcase open privately 	ofer apologies 	finally desk girl suggested check staff room suitcase able id picture 	agreed this.this shows hotel supposed cool desk hotel manager n't 	told staff hotel manager coming day big group 70-80 people incident not pass unnoticed management coordinating people think 10 times decide book w hotel future meeting 	 ",1
"etrocalgary not contemporary funky hotel just cheap dump 	n't fooled meagre display called contemporary decorating.the building old tiny tiny rooms bathrooms 	rooms stunk damp mildew really old wood 	n't new beds rooms think bates motel 	bathroom decorated small bowl sink left original tubs yuk 	fixtures inexpensive no art work flat screen n't mounted wall bedding good 	no open luggage barely walk bed 	elevator lift fitting just 2-3 people long waits 	halls rooms scarey dark narrow 	not impressive area hotel 	clearly hotel cheap cosmetic decoration slip 3 star categary dump 	putting avedia products bathroom does n't make smell size decor room size comparable hostel not 3 star hotel 	strongly recommend paying bit staying lots options 	night hotel max ruin vacation 	 ",1
"old rude blah reason stayed jacuzzi suite 	wish stayed 	hotel charm lobby 	rooms old 50 	no fan bathroom tiles falling missing screws tub 	smoke seeped floor came bathroom 	receptionists rude did n't tell room 	oh 25 park car just great 	good thing close cheesecake factory 	stay 	especially price- spendy 	 ",1
"warning not stay ok let tell experiance doubletree hotel 	stayed nights mid november 	arrived virtually ghost town lobby 	wait close 15 min 	checked 	young lady helping line 10 people 	bell desk concierge desk nobody seen entire check process not mention entire stay 	supposed service hotel 	wanted make dinner resv 	nice nobody help 	paid 179 plus tax plus parking 20 valet expect recommend nice rest 	area 	want hotel understaffed expensive 14 dollars couple eggs place 	alot hotels area highly recommend not staying 	 ",1
"fair room quality unfriendly staff make sure reservation traveling group team 	motel not send shuttle pick not listed 	double check room left items.i hilton honors member 10+ years hampton asked 100 guarantee 	did not 	guarantee hampton individual motel decide honor 	hampton individually owned make complains hilton customer service pass complaint not care it.i currently reviewing corporate travel policy hotels downgrading hampton resort 	deleting bid corporate office stays dallas 	 ",1
"dreadful hotel embodiment downside priceline way 	couple weeks prior arrival sent e-mails hotel attempt confirm reservation 	reponded 	called afternoon arrival 	explained no bothered respond e-mails 	clerk no answer 	asked confirm verbally took heard shuffling papers background 	returned phone gave uncertain tentative verbal confirmation.we arrived quite late 11:30 p.m. advised hotel e-mails verbally afternoon case 	gave desk clerk advised did not reservation 	claimed reservation june 6 not july 6 ridiculous especially handed priceline e-mail confirmation july 6. simply shrugged read 	said did room ground floor good thing no elevators 	completely exhausted long train ride vancouver 	dragged bags assigned room written stickie note add 	inserted card key appropriate door not open 	couple attempts turned handle try enter 	heard loud male voice shoot 	needless say beat hasty retreat desk 	time manager desk clerk 	appeared just awakened 	unshaven shirt n't tucked 	looked like slob looked like 	told happened said clerk newly-hired mistake duh 	gave card key stickie note room assignment 	demanded accompany 	wife said guy going shoot going 	favorite night manager actually called guy awakened apologize 	hear screaming manager undoubtedly awakened second floor room eventually occupied truly nasty-looking dragging luggage flight fo steps pleasure 	cramped bleak decrepit 	practically wall paper peeling 	bed creaked tiny movement 	aching morning 	awful hotel experiences 	enter peril 	 ",1
"rude desk manager place ridiculous 	89.99 hotel smells old dirt customer service rude 	hotel not airport reported given room bedbugs room 	complained lady did best desk asked speak management rude told nothing change room 	nice job bites 	 ",1
"wrong hotel looked room resrvied smeeled vomit 	not red lion accross airport 4 miles north 	cant smell nose lol smoke did not say night thank god time fine hotel 	 ",1
